,Story,Question,Answer
9796,Daniel went back to the office . Mary went back to the bathroom . Daniel picked up the apple there . Daniel dropped the apple .,Is Daniel in the office ?,yes
9797,Daniel went back to the office . Mary went back to the bathroom . Daniel picked up the apple there . Daniel dropped the apple . Daniel moved to the kitchen . Sandra journeyed to the bathroom .,Is Mary in the garden ?,no
9798,Daniel went back to the office . Mary went back to the bathroom . Daniel picked up the apple there . Daniel dropped the apple . Daniel moved to the kitchen . Sandra journeyed to the bathroom . Mary journeyed to the kitchen . Sandra grabbed the football there .,Is Daniel in the kitchen ?,yes
9799,Daniel went back to the office . Mary went back to the bathroom . Daniel picked up the apple there . Daniel dropped the apple . Daniel moved to the kitchen . Sandra journeyed to the bathroom . Mary journeyed to the kitchen . Sandra grabbed the football there . Daniel journeyed to the hallway . Sandra put down the football .,Is Mary in the office ?,no
9800,Daniel moved to the bedroom . Mary got the football there .,Is Daniel in the bedroom ?,yes
9801,Daniel moved to the bedroom . Mary got the football there . Daniel journeyed to the hallway . John journeyed to the bathroom .,Is Daniel in the hallway ?,yes
9802,Daniel moved to the bedroom . Mary got the football there . Daniel journeyed to the hallway . John journeyed to the bathroom . Mary put down the football there . Mary took the football there .,Is Daniel in the hallway ?,yes
9803,Daniel moved to the bedroom . Mary got the football there . Daniel journeyed to the hallway . John journeyed to the bathroom . Mary put down the football there . Mary took the football there . Mary travelled to the hallway . John got the apple there .,Is John in the office ?,no
9804,Daniel moved to the bedroom . Mary got the football there . Daniel journeyed to the hallway . John journeyed to the bathroom . Mary put down the football there . Mary took the football there . Mary travelled to the hallway . John got the apple there . Mary went back to the bedroom . John put down the apple .,Is Mary in the bedroom ?,yes
9805,Daniel went to the hallway . Daniel travelled to the garden .,Is Daniel in the garden ?,yes
9806,Daniel went to the hallway . Daniel travelled to the garden . Daniel got the apple there . Daniel dropped the apple .,Is Daniel in the garden ?,yes
9807,Daniel went to the hallway . Daniel travelled to the garden . Daniel got the apple there . Daniel dropped the apple . Mary moved to the bathroom . Daniel journeyed to the hallway .,Is Daniel in the hallway ?,yes
9808,Daniel went to the hallway . Daniel travelled to the garden . Daniel got the apple there . Daniel dropped the apple . Mary moved to the bathroom . Daniel journeyed to the hallway . Daniel picked up the milk there . Mary journeyed to the bedroom .,Is Mary in the bedroom ?,yes
9809,Daniel went to the hallway . Daniel travelled to the garden . Daniel got the apple there . Daniel dropped the apple . Mary moved to the bathroom . Daniel journeyed to the hallway . Daniel picked up the milk there . Mary journeyed to the bedroom . Daniel discarded the milk . John moved to the garden .,Is Mary in the hallway ?,no
9810,Sandra went back to the kitchen . Daniel moved to the office .,Is Sandra in the kitchen ?,yes
9811,Sandra went back to the kitchen . Daniel moved to the office . John went back to the office . Mary went back to the garden .,Is Mary in the bathroom ?,no
9812,Sandra went back to the kitchen . Daniel moved to the office . John went back to the office . Mary went back to the garden . Sandra took the milk there . Mary went back to the office .,Is John in the office ?,yes
9813,Sandra went back to the kitchen . Daniel moved to the office . John went back to the office . Mary went back to the garden . Sandra took the milk there . Mary went back to the office . Sandra picked up the football there . John journeyed to the bathroom .,Is Mary in the bathroom ?,no
9814,Sandra went back to the kitchen . Daniel moved to the office . John went back to the office . Mary went back to the garden . Sandra took the milk there . Mary went back to the office . Sandra picked up the football there . John journeyed to the bathroom . Sandra got the apple there . Mary went back to the hallway .,Is Mary in the hallway ?,yes
9815,Mary travelled to the office . Daniel went back to the bathroom .,Is Mary in the office ?,yes
9816,Mary travelled to the office . Daniel went back to the bathroom . Daniel took the football there . Sandra journeyed to the office .,Is Daniel in the bathroom ?,yes
9817,Mary travelled to the office . Daniel went back to the bathroom . Daniel took the football there . Sandra journeyed to the office . John went back to the office . Mary moved to the bathroom .,Is John in the office ?,yes
9818,Mary travelled to the office . Daniel went back to the bathroom . Daniel took the football there . Sandra journeyed to the office . John went back to the office . Mary moved to the bathroom . John travelled to the bedroom . Daniel journeyed to the kitchen .,Is Sandra in the bedroom ?,no
9819,Mary travelled to the office . Daniel went back to the bathroom . Daniel took the football there . Sandra journeyed to the office . John went back to the office . Mary moved to the bathroom . John travelled to the bedroom . Daniel journeyed to the kitchen . Daniel dropped the football . John travelled to the hallway .,Is John in the hallway ?,yes
9820,Daniel travelled to the hallway . Sandra went back to the bathroom .,Is Daniel in the hallway ?,yes
9821,Daniel travelled to the hallway . Sandra went back to the bathroom . Sandra got the milk there . Sandra picked up the apple there .,Is Sandra in the bathroom ?,yes
9822,Daniel travelled to the hallway . Sandra went back to the bathroom . Sandra got the milk there . Sandra picked up the apple there . John took the football there . Daniel travelled to the garden .,Is Sandra in the office ?,no
9823,Daniel travelled to the hallway . Sandra went back to the bathroom . Sandra got the milk there . Sandra picked up the apple there . John took the football there . Daniel travelled to the garden . John moved to the office . John dropped the football .,Is John in the bedroom ?,no
9824,Daniel travelled to the hallway . Sandra went back to the bathroom . Sandra got the milk there . Sandra picked up the apple there . John took the football there . Daniel travelled to the garden . John moved to the office . John dropped the football . Mary travelled to the office . Mary went to the bedroom .,Is Mary in the bedroom ?,yes
9825,Daniel took the apple there . Daniel put down the apple there . Mary journeyed to the office . Daniel went to the kitchen .,Is Mary in the office ?,yes
9826,Daniel took the apple there . Daniel put down the apple there . Mary journeyed to the office . Daniel went to the kitchen . Daniel picked up the football there . Mary went to the bedroom .,Is Mary in the bathroom ?,no
9827,Daniel took the apple there . Daniel put down the apple there . Mary journeyed to the office . Daniel went to the kitchen . Daniel picked up the football there . Mary went to the bedroom . John moved to the kitchen . Mary moved to the bathroom .,Is John in the kitchen ?,yes
9828,Daniel took the apple there . Daniel put down the apple there . Mary journeyed to the office . Daniel went to the kitchen . Daniel picked up the football there . Mary went to the bedroom . John moved to the kitchen . Mary moved to the bathroom . Mary took the milk there . Mary discarded the milk .,Is John in the hallway ?,no
9829,Daniel took the apple there . Daniel put down the apple there . Mary journeyed to the office . Daniel went to the kitchen . Daniel picked up the football there . Mary went to the bedroom . John moved to the kitchen . Mary moved to the bathroom . Mary took the milk there . Mary discarded the milk . Daniel travelled to the office . Sandra travelled to the kitchen .,Is Daniel in the kitchen ?,no
9830,Daniel travelled to the bathroom . Mary travelled to the hallway .,Is Daniel in the bathroom ?,yes
9831,Daniel travelled to the bathroom . Mary travelled to the hallway . John travelled to the bathroom . Mary got the football there .,Is John in the bathroom ?,yes
9832,Daniel travelled to the bathroom . Mary travelled to the hallway . John travelled to the bathroom . Mary got the football there . Sandra travelled to the kitchen . Mary journeyed to the kitchen .,Is Mary in the kitchen ?,yes
9833,Daniel travelled to the bathroom . Mary travelled to the hallway . John travelled to the bathroom . Mary got the football there . Sandra travelled to the kitchen . Mary journeyed to the kitchen . Daniel picked up the milk there . Daniel travelled to the hallway .,Is Sandra in the kitchen ?,yes
